fid,name,shape_star,shape_stle,SHAPE__Len,SHAPE__Are,layer,path
"19",Bolton Hill,6348574.22766,11003.0889007,4335.45658302374,986511.210367481,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"22",Bridgeview/Greenlawn,7898007.7019,13013.0661243,5128.29595339946,1227061.20088156,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"50",Coppin Heights/Ash-Co-East,5351583.22021,11178.8324314,4404.61993891108,831569.145217574,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"61",Druid Heights,2523421.25824,8006.28513642,3154.65296824345,392122.158385352,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"67",Easterwood,2153375.28192,5925.67131761,2336.48632013201,334611.535327209,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"73",Evergreen Lawn,1488787.2088,5620.07789752,2214.00259685287,231271.798537904,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"84",Franklintown Road,3426176.92828,8198.19106805,3233.30889538541,532240.862181434,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"102",Harlem Park,8702911.43793,12560.7674714,4947.05012423218,1351904.16331377,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"105",Heritage Crossing,2374718.72424,7775.35161601,3064.72760692382,368890.112201078,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"142",Madison Park,4435026.88953,14263.2063374,5622.31201191104,689098.702660374,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"152",Midtown-Edmondson,4169624.33594,11871.3813816,4680.29652727856,647711.917104373,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"155",Mondawmin,10671021.2176,13837.7520233,5453.90427306812,1658451.03240597,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"161",Mosher,3213355.02954,7162.68569155,2824.02816913189,499179.601641668,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"182",Panway/Braddish Avenue,2262278.16107,6872.04384964,2709.1674484983,351587.459980376,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"186",Parkview/Woodbrook,2747335.73761,7362.81324146,2902.84357416166,427018.934530499,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"190",Penn North,3769190.45996,8974.81799178,3537.70910846388,585768.956997451,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"205",Reservoir Hill,8491902.15472,13876.2896245,5465.39574733831,1319780.5704027,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"214",Rosemont Homeowners/Tenants,1756968.65973,7028.55280827,2766.81104595647,272913.709992815,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"220",Sandtown-Winchester,11333130.8926,14215.8061631,5604.67849171492,1760865.7259681,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"240",Upton,8168466.44037,15623.0042484,6160.60027287419,1269080.43984681,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
"256",Winchester,2317468.39392,8751.26136424,3448.79369288276,360054.179218826,western-neighborhoods — western,/Users/ryanlittle/code/projects/bpd-districts/data/shapefiles/district-neighborhoods/western-neighborhoods.geojson
